id,name,price,vehicle_make,vehicle_model,year_range,brand_id,category_id,subcategory_id,engine_size,oem_part_number,description,product_url,image_url,created_at,updated_at
1655,Subaru Sorento Air Filter,93831.17,Subaru,Sorento,2020-2024,2,6,27,1.3L,SUB-80657,"High-quality Subaru Sorento Air Filter for Subaru Sorento, suitable for 2015-2020 models.",https://example.com/products/subaru-sorento-air-filter,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.327064,2025-11-08T14:11:25.327068
1656,Mercedes-Benz Pajero Engine Oil,117849.99,Mercedes-Benz,Pajero,2015-2020,2,7,31,2.4L,MER-28185,"High-quality Mercedes-Benz Pajero Engine Oil for Mercedes-Benz Pajero, suitable for 2020-2024 models.",https://example.com/products/mercedes-benz-pajero-engine-oil,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.327396,2025-11-08T14:11:25.327400
1657,Mercedes-Benz X5 Grilles,93277.08,Mercedes-Benz,X5,2010-2015,1,8,38,2.0L,MER-45195,"High-quality Mercedes-Benz X5 Grilles for Mercedes-Benz X5, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-x5-grilles,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.327661,2025-11-08T14:11:25.327664
1658,Mitsubishi Corolla Seat Covers,96310.25,Mitsubishi,Corolla,2010-2015,3,9,39,3.0L,MIT-89320,"High-quality Mitsubishi Corolla Seat Covers for Mitsubishi Corolla, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-corolla-seat-covers,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.327981,2025-11-08T14:11:25.327987
1659,Hyundai Pajero Off-Road,106192.71,Hyundai,Pajero,2005-2010,9,10,45,3.0L,HYU-54265,"High-quality Hyundai Pajero Off-Road for Hyundai Pajero, suitable for 2005-2010 models.",https://example.com/products/hyundai-pajero-off-road,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.328347,2025-11-08T14:11:25.328352
1660,Mercedes-Benz C-Class Sensors,115585.52,Mercedes-Benz,C-Class,2020-2024,8,5,23,1.3L,MER-14692,"High-quality Mercedes-Benz C-Class Sensors for Mercedes-Benz C-Class, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-c-class-sensors,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.328602,2025-11-08T14:11:25.328605
1661,Subaru Discovery Brake Calipers,58618.17,Subaru,Discovery,2010-2015,9,3,12,1.3L,SUB-80683,"High-quality Subaru Discovery Brake Calipers for Subaru Discovery, suitable for 2020-2024 models.",https://example.com/products/subaru-discovery-brake-calipers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.328841,2025-11-08T14:11:25.328844
1662,BMW Hilux Sensors,60650.55,BMW,Hilux,2020-2024,2,5,24,2.0L,BMW-79756,"High-quality BMW Hilux Sensors for BMW Hilux, suitable for 2010-2015 models.",https://example.com/products/bmw-hilux-sensors,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.329079,2025-11-08T14:11:25.329082
1663,Mercedes-Benz Discovery Performance,100852.79,Mercedes-Benz,Discovery,2015-2020,7,10,47,2.4L,MER-26972,"High-quality Mercedes-Benz Discovery Performance for Mercedes-Benz Discovery, suitable for 2010-2015 models.",https://example.com/products/mercedes-benz-discovery-performance,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.329320,2025-11-08T14:11:25.329323
1664,Kia C-Class Bumpers,49334.75,Kia,C-Class,2010-2015,9,8,34,1.8L,KIA-34410,"High-quality Kia C-Class Bumpers for Kia C-Class, suitable for 2005-2010 models.",https://example.com/products/kia-c-class-bumpers,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.329559,2025-11-08T14:11:25.329562
1665,Subaru Forester ECU Modules,41495.54,Subaru,Forester,2005-2010,6,5,21,1.3L,SUB-69852,"High-quality Subaru Forester ECU Modules for Subaru Forester, suitable for 2005-2010 models.",https://example.com/products/subaru-forester-ecu-modules,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.329800,2025-11-08T14:11:25.329803
1666,Mitsubishi Sorento Brake Shoes,34027.89,Mitsubishi,Sorento,2020-2024,9,3,13,2.0L,MIT-33927,"High-quality Mitsubishi Sorento Brake Shoes for Mitsubishi Sorento, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-sorento-brake-shoes,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.330170,2025-11-08T14:11:25.330176
1667,BMW Tucson Clutch Kit,77500.39,BMW,Tucson,2010-2015,6,4,17,3.0L,BMW-93092,"High-quality BMW Tucson Clutch Kit for BMW Tucson, suitable for 2015-2020 models.",https://example.com/products/bmw-tucson-clutch-kit,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.330713,2025-11-08T14:11:25.330719
1668,Mercedes-Benz X5 Engine Oil,42471.86,Mercedes-Benz,X5,2015-2020,4,7,31,1.3L,MER-31551,"High-quality Mercedes-Benz X5 Engine Oil for Mercedes-Benz X5, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-x5-engine-oil,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.331214,2025-11-08T14:11:25.331221
1669,Land Rover Pajero Brake Shoes,48216.49,Land Rover,Pajero,2010-2015,6,3,15,2.0L,LAN-85424,"High-quality Land Rover Pajero Brake Shoes for Land Rover Pajero, suitable for 2010-2015 models.",https://example.com/products/land-rover-pajero-brake-shoes,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.331721,2025-11-08T14:11:25.331730
1670,BMW Sorento CV Joint,28767.55,BMW,Sorento,2005-2010,9,4,18,2.4L,BMW-76123,"High-quality BMW Sorento CV Joint for BMW Sorento, suitable for 2020-2024 models.",https://example.com/products/bmw-sorento-cv-joint,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.332432,2025-11-08T14:11:25.332439
1671,Land Rover C-Class Fuel Filter,114860.43,Land Rover,C-Class,2015-2020,1,6,28,1.3L,LAN-83227,"High-quality Land Rover C-Class Fuel Filter for Land Rover C-Class, suitable for 2015-2020 models.",https://example.com/products/land-rover-c-class-fuel-filter,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.332885,2025-11-08T14:11:25.332892
1672,Mazda Corolla Headlights,38527.77,Mazda,Corolla,2005-2010,5,8,36,3.0L,MAZ-91681,"High-quality Mazda Corolla Headlights for Mazda Corolla, suitable for 2005-2010 models.",https://example.com/products/mazda-corolla-headlights,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.333302,2025-11-08T14:11:25.333308
1673,Land Rover Pajero Shock Absorbers,25899.87,Land Rover,Pajero,2010-2015,10,2,9,1.8L,LAN-53727,"High-quality Land Rover Pajero Shock Absorbers for Land Rover Pajero, suitable for 2005-2010 models.",https://example.com/products/land-rover-pajero-shock-absorbers,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.333724,2025-11-08T14:11:25.333730
1674,Subaru Tucson Shock Absorbers,40716.4,Subaru,Tucson,2005-2010,4,2,8,1.8L,SUB-69464,"High-quality Subaru Tucson Shock Absorbers for Subaru Tucson, suitable for 2015-2020 models.",https://example.com/products/subaru-tucson-shock-absorbers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.334130,2025-11-08T14:11:25.334136
1675,Mitsubishi Sorento Axle Boot,106616.62,Mitsubishi,Sorento,2020-2024,4,4,16,3.0L,MIT-64982,"High-quality Mitsubishi Sorento Axle Boot for Mitsubishi Sorento, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-sorento-axle-boot,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.334543,2025-11-08T14:11:25.334549
1676,Kia Corolla CV Joint,115276.52,Kia,Corolla,2010-2015,8,4,19,3.0L,KIA-44832,"High-quality Kia Corolla CV Joint for Kia Corolla, suitable for 2005-2010 models.",https://example.com/products/kia-corolla-cv-joint,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.335002,2025-11-08T14:11:25.335008
1677,Kia Pajero Sensors,47494.56,Kia,Pajero,2005-2010,1,5,21,3.0L,KIA-79364,"High-quality Kia Pajero Sensors for Kia Pajero, suitable for 2020-2024 models.",https://example.com/products/kia-pajero-sensors,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.335448,2025-11-08T14:11:25.335454
1678,Mitsubishi Discovery Wiper Blades,34422.64,Mitsubishi,Discovery,2010-2015,10,9,39,4.0L Diesel,MIT-27009,"High-quality Mitsubishi Discovery Wiper Blades for Mitsubishi Discovery, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-discovery-wiper-blades,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.336098,2025-11-08T14:11:25.336105
1679,Kia C-Class Brake Fluid,51389.76,Kia,C-Class,2020-2024,3,7,31,4.0L Diesel,KIA-52526,"High-quality Kia C-Class Brake Fluid for Kia C-Class, suitable for 2020-2024 models.",https://example.com/products/kia-c-class-brake-fluid,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.336404,2025-11-08T14:11:25.336407
1680,Hyundai Pajero Car Mats,60393.64,Hyundai,Pajero,2015-2020,5,9,42,3.0L,HYU-54287,"High-quality Hyundai Pajero Car Mats for Hyundai Pajero, suitable for 2015-2020 models.",https://example.com/products/hyundai-pajero-car-mats,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.336646,2025-11-08T14:11:25.336649
1681,Subaru Sorento Seat Covers,95043.91,Subaru,Sorento,2015-2020,10,9,41,1.5L,SUB-90432,"High-quality Subaru Sorento Seat Covers for Subaru Sorento, suitable for 2010-2015 models.",https://example.com/products/subaru-sorento-seat-covers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.336884,2025-11-08T14:11:25.336887
1682,Nissan Forester Ignition Coils,5484.0,Nissan,Forester,2005-2010,2,5,25,1.3L,NIS-10820,"High-quality Nissan Forester Ignition Coils for Nissan Forester, suitable for 2010-2015 models.",https://example.com/products/nissan-forester-ignition-coils,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.337122,2025-11-08T14:11:25.337125
1683,BMW Demio Alternators,115119.21,BMW,Demio,2005-2010,4,5,23,4.0L Diesel,BMW-27187,"High-quality BMW Demio Alternators for BMW Demio, suitable for 2015-2020 models.",https://example.com/products/bmw-demio-alternators,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.337358,2025-11-08T14:11:25.337361
1684,Toyota Sorento Fuel Filter,58962.18,Toyota,Sorento,2010-2015,4,6,26,3.0L,TOY-78391,"High-quality Toyota Sorento Fuel Filter for Toyota Sorento, suitable for 2020-2024 models.",https://example.com/products/toyota-sorento-fuel-filter,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.337594,2025-11-08T14:11:25.337597
1685,Hyundai Tucson Seat Covers,102506.85,Hyundai,Tucson,2020-2024,2,9,40,2.0L,HYU-78785,"High-quality Hyundai Tucson Seat Covers for Hyundai Tucson, suitable for 2020-2024 models.",https://example.com/products/hyundai-tucson-seat-covers,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.337833,2025-11-08T14:11:25.337836
1686,Subaru Discovery Brake Calipers,87024.89,Subaru,Discovery,2020-2024,4,3,14,1.5L,SUB-48360,"High-quality Subaru Discovery Brake Calipers for Subaru Discovery, suitable for 2005-2010 models.",https://example.com/products/subaru-discovery-brake-calipers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.338074,2025-11-08T14:11:25.338077
1687,Mitsubishi Sorento Brake Shoes,27075.22,Mitsubishi,Sorento,2010-2015,9,3,13,4.0L Diesel,MIT-19121,"High-quality Mitsubishi Sorento Brake Shoes for Mitsubishi Sorento, suitable for 2010-2015 models.",https://example.com/products/mitsubishi-sorento-brake-shoes,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.338311,2025-11-08T14:11:25.338314
1688,Mazda Hilux Car Mats,26021.28,Mazda,Hilux,2005-2010,3,9,39,3.0L,MAZ-28771,"High-quality Mazda Hilux Car Mats for Mazda Hilux, suitable for 2015-2020 models.",https://example.com/products/mazda-hilux-car-mats,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.338549,2025-11-08T14:11:25.338552
1689,Subaru Corolla All-Season,63551.89,Subaru,Corolla,2015-2020,1,10,43,2.0L,SUB-64443,"High-quality Subaru Corolla All-Season for Subaru Corolla, suitable for 2010-2015 models.",https://example.com/products/subaru-corolla-all-season,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.338808,2025-11-08T14:11:25.338813
1690,Kia Corolla Axle Boot,21894.45,Kia,Corolla,2020-2024,8,4,20,2.4L,KIA-71821,"High-quality Kia Corolla Axle Boot for Kia Corolla, suitable for 2005-2010 models.",https://example.com/products/kia-corolla-axle-boot,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.339077,2025-11-08T14:11:25.339080
1691,Kia Discovery Mirrors,40199.74,Kia,Discovery,2015-2020,3,8,35,2.0L,KIA-57603,"High-quality Kia Discovery Mirrors for Kia Discovery, suitable for 2010-2015 models.",https://example.com/products/kia-discovery-mirrors,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.339317,2025-11-08T14:11:25.339320
1692,Toyota Sorento Coolant,75186.85,Toyota,Sorento,2020-2024,10,7,31,2.0L,TOY-76968,"High-quality Toyota Sorento Coolant for Toyota Sorento, suitable for 2010-2015 models.",https://example.com/products/toyota-sorento-coolant,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.339556,2025-11-08T14:11:25.339559
1693,Mercedes-Benz Pajero Bushings,115341.19,Mercedes-Benz,Pajero,2020-2024,1,2,9,1.5L,MER-94596,"High-quality Mercedes-Benz Pajero Bushings for Mercedes-Benz Pajero, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-pajero-bushings,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.339793,2025-11-08T14:11:25.339796
1694,Land Rover Demio Grilles,79509.04,Land Rover,Demio,2005-2010,4,8,35,1.8L,LAN-34398,"High-quality Land Rover Demio Grilles for Land Rover Demio, suitable for 2010-2015 models.",https://example.com/products/land-rover-demio-grilles,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.340029,2025-11-08T14:11:25.340032
1695,BMW X5 Brake Discs,89566.86,BMW,X5,2005-2010,10,3,12,3.0L,BMW-32438,"High-quality BMW X5 Brake Discs for BMW X5, suitable for 2020-2024 models.",https://example.com/products/bmw-x5-brake-discs,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.340272,2025-11-08T14:11:25.340275
1696,Mazda C-Class Oil Filter,30283.43,Mazda,C-Class,2015-2020,5,6,26,3.0L,MAZ-31831,"High-quality Mazda C-Class Oil Filter for Mazda C-Class, suitable for 2015-2020 models.",https://example.com/products/mazda-c-class-oil-filter,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.340514,2025-11-08T14:11:25.340516
1697,Mazda Sorento Axle Boot,112914.3,Mazda,Sorento,2020-2024,9,4,20,1.3L,MAZ-44967,"High-quality Mazda Sorento Axle Boot for Mazda Sorento, suitable for 2020-2024 models.",https://example.com/products/mazda-sorento-axle-boot,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.340753,2025-11-08T14:11:25.340756
1698,Mitsubishi Forester Tail Lights,31538.4,Mitsubishi,Forester,2015-2020,4,8,37,1.8L,MIT-12563,"High-quality Mitsubishi Forester Tail Lights for Mitsubishi Forester, suitable for 2015-2020 models.",https://example.com/products/mitsubishi-forester-tail-lights,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.340988,2025-11-08T14:11:25.340991
1699,Nissan Pajero Motorbike,73423.87,Nissan,Pajero,2020-2024,10,10,46,1.3L,NIS-86318,"High-quality Nissan Pajero Motorbike for Nissan Pajero, suitable for 2010-2015 models.",https://example.com/products/nissan-pajero-motorbike,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.341228,2025-11-08T14:11:25.341231
1700,Nissan Pajero All-Season,41405.39,Nissan,Pajero,2020-2024,8,10,44,4.0L Diesel,NIS-97388,"High-quality Nissan Pajero All-Season for Nissan Pajero, suitable for 2020-2024 models.",https://example.com/products/nissan-pajero-all-season,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.341470,2025-11-08T14:11:25.341473
1701,Kia Pajero Ball Joints,114270.23,Kia,Pajero,2010-2015,8,2,7,1.5L,KIA-78019,"High-quality Kia Pajero Ball Joints for Kia Pajero, suitable for 2010-2015 models.",https://example.com/products/kia-pajero-ball-joints,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.341709,2025-11-08T14:11:25.341712
1702,Kia Forester Spark Plugs,66887.59,Kia,Forester,2005-2010,3,1,1,1.3L,KIA-32710,"High-quality Kia Forester Spark Plugs for Kia Forester, suitable for 2015-2020 models.",https://example.com/products/kia-forester-spark-plugs,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.341965,2025-11-08T14:11:25.341969
1703,Land Rover C-Class Phone Mounts,43544.27,Land Rover,C-Class,2015-2020,10,9,42,3.0L,LAN-37601,"High-quality Land Rover C-Class Phone Mounts for Land Rover C-Class, suitable for 2015-2020 models.",https://example.com/products/land-rover-c-class-phone-mounts,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.342249,2025-11-08T14:11:25.342252
1704,Subaru Corolla Brake Pads,26234.44,Subaru,Corolla,2015-2020,9,3,12,1.5L,SUB-46455,"High-quality Subaru Corolla Brake Pads for Subaru Corolla, suitable for 2020-2024 models.",https://example.com/products/subaru-corolla-brake-pads,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.342502,2025-11-08T14:11:25.342506
1705,Kia Hilux Bushings,10302.99,Kia,Hilux,2010-2015,10,2,10,4.0L Diesel,KIA-31365,"High-quality Kia Hilux Bushings for Kia Hilux, suitable for 2005-2010 models.",https://example.com/products/kia-hilux-bushings,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.342745,2025-11-08T14:11:25.342748
1706,Mitsubishi X5 Oil Pump,80520.98,Mitsubishi,X5,2015-2020,10,1,2,1.5L,MIT-22120,"High-quality Mitsubishi X5 Oil Pump for Mitsubishi X5, suitable for 2020-2024 models.",https://example.com/products/mitsubishi-x5-oil-pump,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.343026,2025-11-08T14:11:25.343030
1707,Toyota X5 Batteries,109619.4,Toyota,X5,2020-2024,4,5,25,2.0L,TOY-85569,"High-quality Toyota X5 Batteries for Toyota X5, suitable for 2005-2010 models.",https://example.com/products/toyota-x5-batteries,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.343268,2025-11-08T14:11:25.343271
1708,Nissan X5 CV Joint,19559.13,Nissan,X5,2010-2015,8,4,20,3.0L,NIS-16346,"High-quality Nissan X5 CV Joint for Nissan X5, suitable for 2010-2015 models.",https://example.com/products/nissan-x5-cv-joint,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.343510,2025-11-08T14:11:25.343513
1709,Nissan Discovery Bushings,57319.96,Nissan,Discovery,2010-2015,3,2,7,1.3L,NIS-96531,"High-quality Nissan Discovery Bushings for Nissan Discovery, suitable for 2005-2010 models.",https://example.com/products/nissan-discovery-bushings,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.343752,2025-11-08T14:11:25.343755
1710,Nissan Forester Motorbike,14779.4,Nissan,Forester,2005-2010,2,10,43,1.3L,NIS-33685,"High-quality Nissan Forester Motorbike for Nissan Forester, suitable for 2005-2010 models.",https://example.com/products/nissan-forester-motorbike,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.344023,2025-11-08T14:11:25.344027
1711,Mercedes-Benz Discovery Headlights,25759.28,Mercedes-Benz,Discovery,2010-2015,6,8,35,1.3L,MER-91654,"High-quality Mercedes-Benz Discovery Headlights for Mercedes-Benz Discovery, suitable for 2015-2020 models.",https://example.com/products/mercedes-benz-discovery-headlights,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.344277,2025-11-08T14:11:25.344280
1712,Subaru Sorento Performance,65497.44,Subaru,Sorento,2010-2015,7,10,44,2.0L,SUB-96551,"High-quality Subaru Sorento Performance for Subaru Sorento, suitable for 2015-2020 models.",https://example.com/products/subaru-sorento-performance,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.344517,2025-11-08T14:11:25.344520
1713,Hyundai Pajero Wiper Blades,13086.8,Hyundai,Pajero,2020-2024,3,9,39,3.0L,HYU-12976,"High-quality Hyundai Pajero Wiper Blades for Hyundai Pajero, suitable for 2010-2015 models.",https://example.com/products/hyundai-pajero-wiper-blades,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.344754,2025-11-08T14:11:25.344757
1714,Kia Pajero Oil Filter,72567.98,Kia,Pajero,2010-2015,10,6,26,1.3L,KIA-59227,"High-quality Kia Pajero Oil Filter for Kia Pajero, suitable for 2010-2015 models.",https://example.com/products/kia-pajero-oil-filter,"https://source.unsplash.com/featured/?car,kia,part",2025-11-08T14:11:25.344990,2025-11-08T14:11:25.344993
1715,Nissan Corolla Oil Filter,86591.62,Nissan,Corolla,2015-2020,7,6,28,1.5L,NIS-84562,"High-quality Nissan Corolla Oil Filter for Nissan Corolla, suitable for 2020-2024 models.",https://example.com/products/nissan-corolla-oil-filter,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.345235,2025-11-08T14:11:25.345239
1716,Land Rover Hilux Pistons,34866.78,Land Rover,Hilux,2015-2020,4,1,1,2.4L,LAN-65556,"High-quality Land Rover Hilux Pistons for Land Rover Hilux, suitable for 2015-2020 models.",https://example.com/products/land-rover-hilux-pistons,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.345600,2025-11-08T14:11:25.345604
1717,Hyundai Pajero Car Mats,101945.2,Hyundai,Pajero,2005-2010,7,9,41,3.0L,HYU-43994,"High-quality Hyundai Pajero Car Mats for Hyundai Pajero, suitable for 2010-2015 models.",https://example.com/products/hyundai-pajero-car-mats,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.345872,2025-11-08T14:11:25.345875
1718,Toyota Forester Spark Plugs,45014.15,Toyota,Forester,2020-2024,8,1,2,1.5L,TOY-31227,"High-quality Toyota Forester Spark Plugs for Toyota Forester, suitable for 2020-2024 models.",https://example.com/products/toyota-forester-spark-plugs,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.346118,2025-11-08T14:11:25.346121
1719,BMW X5 Alternators,54565.96,BMW,X5,2020-2024,3,5,21,2.0L,BMW-21190,"High-quality BMW X5 Alternators for BMW X5, suitable for 2005-2010 models.",https://example.com/products/bmw-x5-alternators,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.346359,2025-11-08T14:11:25.346362
1720,Mitsubishi Tucson Engine Oil,42730.86,Mitsubishi,Tucson,2010-2015,3,7,31,4.0L Diesel,MIT-44217,"High-quality Mitsubishi Tucson Engine Oil for Mitsubishi Tucson, suitable for 2005-2010 models.",https://example.com/products/mitsubishi-tucson-engine-oil,"https://source.unsplash.com/featured/?car,mitsubishi,part",2025-11-08T14:11:25.346601,2025-11-08T14:11:25.346604
1721,Mazda Corolla CV Joint,4481.07,Mazda,Corolla,2020-2024,1,4,18,2.0L,MAZ-57603,"High-quality Mazda Corolla CV Joint for Mazda Corolla, suitable for 2020-2024 models.",https://example.com/products/mazda-corolla-cv-joint,"https://source.unsplash.com/featured/?car,mazda,part",2025-11-08T14:11:25.346875,2025-11-08T14:11:25.346879
1722,BMW Hilux Fuel Filter,54530.44,BMW,Hilux,2015-2020,5,6,29,1.8L,BMW-98744,"High-quality BMW Hilux Fuel Filter for BMW Hilux, suitable for 2015-2020 models.",https://example.com/products/bmw-hilux-fuel-filter,"https://source.unsplash.com/featured/?car,bmw,part",2025-11-08T14:11:25.347135,2025-11-08T14:11:25.347138
1723,Hyundai Discovery Engine Oil,18580.95,Hyundai,Discovery,2020-2024,4,7,31,2.0L,HYU-42912,"High-quality Hyundai Discovery Engine Oil for Hyundai Discovery, suitable for 2005-2010 models.",https://example.com/products/hyundai-discovery-engine-oil,"https://source.unsplash.com/featured/?car,hyundai,part",2025-11-08T14:11:25.347376,2025-11-08T14:11:25.347379
1724,Toyota Hilux Ball Joints,16909.83,Toyota,Hilux,2005-2010,9,2,6,4.0L Diesel,TOY-37160,"High-quality Toyota Hilux Ball Joints for Toyota Hilux, suitable for 2020-2024 models.",https://example.com/products/toyota-hilux-ball-joints,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.347616,2025-11-08T14:11:25.347619
1725,Land Rover Forester Seat Covers,92204.7,Land Rover,Forester,2020-2024,2,9,40,1.5L,LAN-21793,"High-quality Land Rover Forester Seat Covers for Land Rover Forester, suitable for 2020-2024 models.",https://example.com/products/land-rover-forester-seat-covers,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.347856,2025-11-08T14:11:25.347859
1726,Toyota C-Class Wiper Blades,97949.5,Toyota,C-Class,2015-2020,9,9,39,2.0L,TOY-97843,"High-quality Toyota C-Class Wiper Blades for Toyota C-Class, suitable for 2005-2010 models.",https://example.com/products/toyota-c-class-wiper-blades,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.348094,2025-11-08T14:11:25.348098
1727,Nissan Sorento Brake Pads,56956.0,Nissan,Sorento,2005-2010,1,3,15,2.0L,NIS-35622,"High-quality Nissan Sorento Brake Pads for Nissan Sorento, suitable for 2020-2024 models.",https://example.com/products/nissan-sorento-brake-pads,"https://source.unsplash.com/featured/?car,nissan,part",2025-11-08T14:11:25.348332,2025-11-08T14:11:25.348335
1728,Land Rover Demio Stabilizer Links,11865.64,Land Rover,Demio,2015-2020,1,2,7,1.8L,LAN-16265,"High-quality Land Rover Demio Stabilizer Links for Land Rover Demio, suitable for 2015-2020 models.",https://example.com/products/land-rover-demio-stabilizer-links,"https://source.unsplash.com/featured/?car,land-rover,part",2025-11-08T14:11:25.348568,2025-11-08T14:11:25.348571
1729,Subaru Pajero Bumpers,85227.61,Subaru,Pajero,2005-2010,4,8,36,2.4L,SUB-13249,"High-quality Subaru Pajero Bumpers for Subaru Pajero, suitable for 2020-2024 models.",https://example.com/products/subaru-pajero-bumpers,"https://source.unsplash.com/featured/?car,subaru,part",2025-11-08T14:11:25.348803,2025-11-08T14:11:25.348806
1730,Mercedes-Benz Sorento Brake Calipers,52544.24,Mercedes-Benz,Sorento,2015-2020,9,3,13,2.0L,MER-66293,"High-quality Mercedes-Benz Sorento Brake Calipers for Mercedes-Benz Sorento, suitable for 2005-2010 models.",https://example.com/products/mercedes-benz-sorento-brake-calipers,"https://source.unsplash.com/featured/?car,mercedes-benz,part",2025-11-08T14:11:25.349040,2025-11-08T14:11:25.349043
1731,Toyota Sorento Clutch Kit,119971.65,Toyota,Sorento,2020-2024,9,4,16,1.5L,TOY-36262,"High-quality Toyota Sorento Clutch Kit for Toyota Sorento, suitable for 2020-2024 models.",https://example.com/products/toyota-sorento-clutch-kit,"https://source.unsplash.com/featured/?car,toyota,part",2025-11-08T14:11:25.349279,2025-11-08T14:11:25.349282
